Date,No1,No2,No3,No4,No5,No6,Lucky,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Division 8 Winners,Division 8 Prize
17/02/2016,11,13,22,26,38,40,1,0,0,0,0,12,8608.55,118,1000,640,158.2,4279,59.1,8521,30,56683,9
13/02/2016,1,5,12,19,38,39,1,0,0,0,0,7,27691.45,53,1000,521,216.8,2884,97.8,8295,34.35,47967,11.85
10/02/2016,3,11,15,18,25,32,5,0,0,0,0,23,5625.8,81,1000,792,121.55,3399,70.7,11311,21.5,49524,9.8
06/02/2016,1,12,16,21,24,29,6,0,0,0,0,14,11863.7,54,1000,510,197.45,3180,79.05,8697,29.2,50133,10.1
03/02/2016,15,17,19,33,37,38,4,0,0,1,1000000,8,17659.15,44,1000,459,184.7,2242,94.4,7201,29.7,38460,11.1
30/01/2016,1,5,11,17,26,28,6,0,0,0,0,16,8790.65,62,1000,575,161.25,3617,64,8652,27.05,51865,9
27/01/2016,5,6,18,33,36,41,3,0,0,0,0,10,12969.05,39,1000,476,162.15,2057,93.7,8685,22.4,34563,11.25
23/01/2016,3,5,7,24,30,36,4,0,0,0,0,9,15457.6,45,1000,433,194.55,2419,86.95,7184,29.6,39536,10.75
20/01/2016,2,5,15,17,18,30,1,0,0,0,0,16,6780.85,45,1000,400,175.6,2503,70.05,5761,30.75,37015,9.55
16/01/2016,1,6,8,13,24,36,4,0,0,0,0,10,10655.3,66,1000,464,170.15,2792,70.6,7201,27.65,41739,9.55
13/01/2016,3,4,22,28,36,41,4,0,0,1,1000000,5,22790.4,32,1000,330,202.4,1924,86.65,6265,26.9,32559,10.35
09/01/2016,7,22,25,29,31,40,6,0,0,0,0,4,26192.85,59,1000,414,181,2539,73.7,6288,30.05,37106,10.2
06/01/2016,2,12,18,23,31,34,5,0,0,0,0,9,10560.4,44,1000,345,184.4,1785,89,5736,28,28248,11.35
02/01/2016,2,22,24,35,37,38,4,0,0,0,0,8,13358.4,26,1000,298,204,1573,96.5,4595,33.4,24978,12.25
30/12/2015,4,7,8,21,33,40,5,0,0,0,0,14,5106.3,62,1000,550,111.05,2678,56.95,7830,19.7,36739,8.4
26/12/2015,6,7,15,21,32,40,1,0,0,0,0,11,5507.75,54,1000,313,167.5,2226,58.8,4837,27.35,29750,8.9
23/12/2015,5,18,20,28,37,40,4,0,0,1,1000000,13,6043.85,52,1000,336,177.8,2029,73.5,5150,29.25,29150,10.35
19/12/2015,3,10,14,19,20,38,4,0,0,0,0,8,13695.75,31,1000,332,193.75,1901,84.45,5554,29.2,30942,10.5
16/12/2015,5,12,24,25,31,39,4,0,0,0,0,1,85379.55,29,1000,275,190.3,1533,85.25,4408,29.95,23869,11.05
12/12/2015,6,22,25,33,35,37,2,0,0,0,0,6,16248.4,37,1000,418,147.2,1976,77.75,5719,27.15,29689,10.45
09/12/2015,3,11,16,31,34,42,2,0,0,0,0,7,8786.55,48,1000,320,156.6,1729,72.35,5106,24.75,25722,9.8
05/12/2015,3,9,14,19,21,23,5,0,0,0,0,14,5513.8,56,1000,524,116.3,2545,59.8,7995,19.25,36512,8.4
02/12/2015,6,17,21,34,37,40,2,0,0,0,0,8,7242.05,48,1000,341,142.15,1592,76,4925,24.85,23949,10.2
28/11/2015,9,13,26,27,34,37,3,0,0,0,0,13,6336.8,44,1000,555,104.2,2023,71.35,8154,17.9,30062,9.7
25/11/2015,13,16,22,27,30,34,3,0,0,1,1000000,18,3766.7,34,1000,438,106.35,1560,74.55,6439,18.25,24787,9.45
21/11/2015,6,7,8,24,38,39,5,1,9571962.9,0,0,7,16678.45,51,1000,399,192.4,1940,98.8,7237,26.75,33570,11.5
18/11/2015,4,9,16,17,29,31,4,0,0,0,0,10,8350.2,53,1000,471,132.6,2478,62.95,6955,22.65,35491,8.85
14/11/2015,1,11,15,21,32,37,5,0,0,0,0,7,18452.65,36,1000,459,164.65,2132,88.5,8033,23.75,35366,10.75
11/11/2015,7,15,18,20,27,32,4,0,0,0,0,9,9897.25,41,1000,394,151.05,2107,70.55,5916,25.4,31719,9.45
07/11/2015,14,17,18,27,36,37,3,0,0,0,0,16,4887.1,72,1000,610,112.65,2367,72.5,8218,21.1,31953,10.85
04/11/2015,8,11,12,15,19,23,6,0,0,0,0,9,8926.4,35,1000,359,147,2059,64,5058,26.35,31035,8.55
31/10/2015,4,17,19,24,36,37,2,0,0,0,0,10,10411,33,1000,386,162.55,1647,95.1,5845,27.1,26547,11.9
28/10/2015,3,14,19,20,23,41,6,0,0,0,0,6,14401.75,25,1000,232,219.75,1504,84.65,4120,31.2,24637,10.45
24/10/2015,2,18,21,26,33,37,4,0,0,0,0,5,19413.6,32,1000,319,185.15,1773,83.15,5034,29.6,28004,10.65
21/10/2015,7,10,25,26,34,37,1,0,0,0,0,6,11027.6,37,1000,205,230.25,1410,83.6,3538,33.65,22649,10.5
17/10/2015,3,6,8,12,28,40,1,0,0,0,0,6,9741.85,66,1000,415,137.2,2540,55.95,5488,26.2,36373,7.9
14/10/2015,3,9,19,23,31,38,4,0,0,0,0,7,9623.35,37,1000,291,164.1,1730,68.9,4644,25.95,25243,9.55
10/10/2015,7,13,22,29,35,39,3,1,12089433.4,1,1000000,18,6215.25,67,1000,758,108,2907,70.3,10856,19,41356,9.95
07/10/2015,7,12,27,30,34,40,1,0,0,0,0,9,11171.15,53,1000,393,178.75,2390,73.4,6008,29.5,37154,9.55
03/10/2015,4,5,9,14,24,26,5,0,0,0,0,14,7327.1,69,1000,643,122.1,3013,65.05,9387,21.1,42890,9.25
30/09/2015,1,3,10,16,27,38,5,0,0,1,1000000,8,11901,42,1000,448,140.15,1977,79.3,6580,24.05,31635,10
26/09/2015,2,15,16,19,35,36,3,0,0,0,0,11,10530.9,33,1000,367,185.55,1632,104.2,6763,25.4,27275,12.6
23/09/2015,5,20,30,31,36,40,2,0,0,0,0,6,14191.5,36,1000,376,147.45,1625,85.15,5133,27.25,24361,11.45
19/09/2015,5,15,18,30,32,37,3,0,0,0,0,4,26197.05,36,1000,420,153.4,1789,89.9,6773,24,26958,12.05
16/09/2015,9,11,15,18,22,41,5,0,0,1,1000000,4,16711.8,50,1000,420,127.3,1963,68,7094,19,30095,8.95
12/09/2015,5,18,23,28,30,39,4,0,0,0,0,5,21128,31,1000,311,201.05,1836,85,5391,29.25,29273,10.75
09/09/2015,19,21,26,28,36,37,6,0,0,0,0,8,10364.4,31,1000,274,190.25,1496,87,4101,32.05,23469,11.2
05/09/2015,1,8,16,24,27,39,6,0,0,0,0,8,7825.85,72,1000,397,155.15,2345,65.6,5766,26.95,33490,9.25
02/09/2015,11,14,23,34,38,42,1,0,0,1,1000000,14,2959.05,68,1000,323,155,2275,54.95,4179,30.25,27336,9.25
29/08/2015,10,11,13,22,24,38,4,0,0,0,0,6,16896.2,24,1000,357,160.7,1834,78.1,5491,26.35,29664,9.75
26/08/2015,3,17,28,29,30,31,2,0,0,0,0,5,16652.7,22,1000,287,167.85,1482,81.15,5092,23.85,23437,10.35
22/08/2015,4,11,13,32,34,40,3,0,0,1,1000000,9,9236.15,37,1000,445,123.5,1743,78.75,6912,20.05,27146,10.2
19/08/2015,6,14,30,35,38,42,5,0,0,0,0,4,21454.05,15,1000,260,177.45,1245,92.5,4382,26.55,20806,11.15
15/08/2015,3,6,13,16,17,42,3,0,0,1,1000000,15,5366,37,1000,586,91.75,1870,71.8,8439,16.05,28330,9.55
12/08/2015,2,8,9,14,17,30,1,1,10179102.7,0,0,3,31755.65,47,1000,305,213.45,2158,75.3,5666,29,35414,9.25
08/08/2015,6,17,20,23,39,40,6,0,0,0,0,11,10377.2,38,1000,370,188.15,1901,91.45,5985,29.35,32507,10.8
05/08/2015,3,12,13,28,39,40,5,0,0,0,0,12,7244,40,1000,449,129.35,1991,72.85,6430,22.8,30567,9.6
01/08/2015,5,6,10,14,18,22,6,0,0,0,0,5,13202.5,62,1000,383,152.95,2532,57.75,5979,24.7,33204,8.9
29/07/2015,2,4,16,21,39,42,6,0,0,0,0,3,29078.05,32,1000,298,183.1,1729,78.8,4796,28.7,27577,9.95
25/07/2015,4,9,20,34,37,41,5,0,0,0,0,20,4457.1,45,1000,480,127.85,1952,78.5,6270,24.7,28315,10.9
22/07/2015,8,10,21,37,41,42,4,0,0,1,1000000,5,17156.55,24,1000,270,186.05,1649,76.05,4485,28.25,24918,10.15
18/07/2015,5,9,13,16,31,36,6,0,0,0,0,12,6797.25,47,1000,357,164.8,1847,79.5,4985,29.8,29096,10.2
15/07/2015,2,5,9,15,23,36,4,0,0,1,1000000,6,12347.85,34,1000,337,146.75,1985,62.2,4827,25.85,28032,8.9
11/07/2015,9,14,18,27,32,42,5,0,0,0,0,20,3387.15,59,1000,542,107,2403,60.25,7339,19.95,32415,9
08/07/2015,2,13,25,34,37,42,1,0,0,0,0,5,14366.5,33,1000,264,181.7,1454,82.35,3462,34.95,21427,11.3
04/07/2015,14,23,25,28,32,42,1,0,0,0,0,14,5245.4,50,1000,348,162.3,2130,66.2,4520,31.55,30173,9.45
01/07/2015,1,7,12,21,25,41,1,0,0,0,0,8,9806.95,26,1000,358,133.5,1609,74.15,4828,25,25656,9.4
27/06/2015,6,11,13,19,30,32,6,0,0,0,0,7,11885.3,39,1000,333,167.9,1877,74.35,5407,26.1,28633,9.85
24/06/2015,12,18,25,29,30,31,6,0,0,0,0,2,36818.7,26,1000,211,216.05,1248,91.2,3529,32.6,20037,11.45
20/06/2015,7,14,22,26,35,42,4,1,5462677.65,1,1000000,15,3579,82,1000,600,103.5,3376,45.9,6592,23.75,35175,8.9
17/06/2015,4,8,10,32,33,34,6,0,0,0,0,0,0,40,1000,268,192,1667,77.05,4495,28.9,27148,9.55
13/06/2015,11,18,25,31,37,39,3,0,0,0,0,6,17258.7,33,1000,343,182.15,1470,106.1,5616,28.05,23241,13.55
10/06/2015,6,11,20,27,35,39,2,0,0,0,0,10,6676.3,46,1000,435,118.6,1965,65.55,5721,22.75,28179,9.25
06/06/2015,6,13,25,33,35,41,2,0,0,0,0,7,12509.4,40,1000,379,154,1950,74.75,5698,25.85,28491,10.35
03/06/2015,3,15,27,31,32,35,3,0,0,0,0,8,8031.55,42,1000,491,99,1767,68.7,6870,17.85,24428,10.05
30/05/2015,1,15,18,19,23,29,4,0,0,0,0,9,8485.8,50,1000,324,178.45,1690,85.45,5156,28.3,28477,10.25
27/05/2015,4,8,10,20,26,33,6,1,5744820.35,1,1000000,5,12795.45,52,1000,347,152.95,2182,60.7,5235,25.6,32132,8.3
23/05/2015,2,7,14,28,38,39,3,0,0,1,1000000,7,14299.2,42,1000,483,134.6,1893,85.75,7204,22.75,29847,11
20/05/2015,17,18,23,30,32,34,3,0,0,0,0,10,8713.4,26,1000,348,148.75,1264,102.25,5840,22.35,22831,11.45
16/05/2015,11,13,24,29,35,36,2,0,0,0,0,1,96247.55,32,1000,311,188.7,1503,97.5,5308,27.9,25722,11.5
13/05/2015,5,10,14,24,27,40,6,0,0,1,1000000,9,4818.4,72,1000,372,141.9,2275,57.95,4924,27.05,30782,8.65
09/05/2015,3,10,17,35,39,41,3,0,0,0,0,9,10608.2,40,1000,543,114.15,1899,81.5,8286,18.9,29719,10.5
06/05/2015,11,15,20,24,26,29,6,0,0,2,500000,4,15927.15,49,1000,311,165.85,2080,61.9,4675,27.85,29033,8.95
02/05/2015,6,7,13,17,33,40,6,0,0,0,0,20,3061.95,76,1000,650,96.6,2829,55.4,7300,21.7,38167,8.3
29/04/2015,13,16,19,25,36,39,2,1,24743966.65,0,0,19,8547.95,46,1000,515,185.15,2649,89.9,8675,27.75,42616,11.3
25/04/2015,2,27,32,33,38,41,6,0,0,0,0,6,29733.4,48,1000,543,190.8,2554,101.25,8498,30.75,47083,11.1
22/04/2015,4,6,7,17,22,38,3,0,0,0,0,13,9762.8,62,1000,714,121.05,2854,75.6,10769,20.25,43140,10.1
18/04/2015,4,6,20,27,30,37,1,0,0,1,1000000,7,23192.2,62,1000,521,197.05,2952,86.8,7942,32.6,48490,10.65
15/04/2015,15,16,18,21,30,34,2,0,0,0,0,13,9524.95,67,1000,632,138.15,2655,82.1,9139,24.1,43224,10.2
11/04/2015,10,19,22,25,32,38,2,0,0,0,0,15,10513.7,49,1000,558,169.5,2612,90.4,8798,27.15,42990,11.1
08/04/2015,3,7,10,21,41,42,5,0,0,1,1000000,14,6627.65,72,1000,597,126.3,2862,65.8,8926,21.3,42463,8.95
04/04/2015,10,14,17,20,30,31,2,0,0,0,0,9,12719.35,81,1000,622,143.8,2902,76.95,9205,24.5,43289,10.4
01/04/2015,4,12,16,35,37,40,4,0,0,0,0,8,17539,34,1000,399,199.9,2086,95.45,6942,29,33846,11.9
28/03/2015,11,12,15,25,31,39,2,0,0,0,0,7,22290.85,37,1000,470,187.95,2470,89.3,8549,26.05,39970,11.15
25/03/2015,24,33,35,37,38,41,5,0,0,0,0,13,8340.2,47,1000,504,141.1,1860,95.45,7222,24.85,29771,12.05
21/03/2015,10,13,16,17,40,42,3,0,0,1,1000000,12,11583.7,36,1000,475,168.6,2039,98.05,8894,22.7,36079,11.2
18/03/2015,1,9,13,19,39,40,3,0,0,1,1000000,18,5555.5,48,1000,662,102.3,2375,71.2,8926,19.15,34046,10
14/03/2015,4,5,8,11,21,41,1,0,0,0,0,12,8902,74,1000,572,144.65,3729,55.4,7998,26.1,50506,8.25
11/03/2015,5,8,20,21,28,36,3,0,0,1,1000000,11,9181.1,47,1000,622,108.85,2539,66.6,9007,18.95,36106,9.45
07/03/2015,8,14,15,16,27,29,3,0,0,1,1000000,17,6148.75,70,1000,808,98.85,3010,66.25,11835,17.05,44146,9.1
04/03/2015,7,13,16,29,41,42,4,0,0,0,0,7,14510.4,38,1000,359,177.9,1997,79.85,5712,28.2,32094,10.05
28/02/2015,3,4,12,21,28,36,6,0,0,1,1000000,11,9113.75,60,1000,440,166.65,2737,66.9,6587,28.1,40780,9.05
25/02/2015,9,27,29,31,40,41,4,0,0,0,0,14,6104.65,42,1000,446,130.75,2331,62.45,5694,25.85,32482,9.05
21/02/2015,19,21,25,29,33,36,4,0,0,1,1000000,12,8327.25,46,1000,386,173,2118,78.7,6068,27.75,33919,9.9
18/02/2015,14,26,27,34,41,42,6,0,0,0,0,15,5098.05,43,1000,392,139.45,1994,68.45,5025,27.45,28726,9.6
14/02/2015,1,10,14,23,26,36,2,0,0,0,0,12,6580.85,71,1000,525,130.7,2291,74.8,7040,24.6,32286,10.7
11/02/2015,3,8,15,24,25,32,5,0,0,0,0,8,8799.55,46,1000,424,125.6,1882,70.65,6391,21.05,27382,9.8
07/02/2015,7,17,23,33,36,38,3,0,0,0,0,15,5921.2,50,1000,525,121,1916,82.75,8143,19.7,29503,10.85
04/02/2015,4,5,9,11,24,35,4,0,0,0,0,4,22032.55,25,1000,339,152.7,1876,68.9,5399,24.2,29241,8.9
31/01/2015,11,13,15,20,23,36,4,0,0,0,0,7,13303.4,41,1000,300,204.55,1803,85,5452,28.4,30251,10.2
28/01/2015,7,9,15,26,27,30,6,0,0,0,0,6,12429.25,35,1000,390,128.55,2040,61.35,5526,22.9,30707,8.25
24/01/2015,6,8,24,25,38,41,5,0,0,0,0,11,8350.75,41,1000,402,151.25,1751,86.7,5838,26.25,26929,11.4
21/01/2015,1,5,11,13,32,34,1,1,13866491.6,0,0,5,22509.5,38,1000,437,157.65,2094,82.15,6371,27.3,34163,10.15
17/01/2015,4,14,16,22,23,25,2,0,0,0,0,19,6613.95,48,1000,486,163.5,2447,81.1,8964,22.35,39026,10.25
14/01/2015,3,15,19,22,29,42,5,0,0,0,0,9,10404.65,50,1000,501,131.2,2340,70.15,7792,21.3,35884,9.25
10/01/2015,3,21,32,35,39,40,4,0,0,0,0,12,8232.3,63,1000,549,134.85,3054,60.5,7385,25.3,41247,9.05
07/01/2015,3,19,24,29,40,41,5,0,0,0,0,8,13475.6,25,1000,341,178.2,1579,96.1,6592,23.25,28087,10.9
03/01/2015,2,11,17,18,29,41,1,0,0,1,1000000,6,16360.55,40,1000,358,176.6,2107,74.9,5136,31.05,32674,9.75
31/12/2014,2,18,21,25,31,41,4,0,0,0,0,6,18174.8,37,1000,333,200.7,1809,92.25,5609,30.05,29763,11.3
27/12/2014,11,18,22,33,34,35,1,0,0,0,0,10,8033.25,47,1000,328,177.65,2130,68.3,4817,30.5,32460,9.05
24/12/2014,4,11,13,18,22,39,6,0,0,0,0,10,8025.4,62,1000,411,158.35,2546,63.85,6169,26.6,36482,9
20/12/2014,15,23,26,31,33,38,1,0,0,0,0,2,43775.35,58,1000,372,179.05,2302,72.25,5122,32.8,33346,10.05
17/12/2014,5,13,19,24,25,38,3,0,0,0,0,6,13124.7,38,1000,399,133.9,1556,85.7,6063,22.25,23741,11.35
13/12/2014,9,11,21,26,30,37,3,0,0,1,1000000,6,16991.85,38,1000,543,117.95,2073,77.15,8552,18.9,32132,10.05
10/12/2014,4,11,21,25,27,41,6,0,0,0,0,9,7214.7,47,1000,276,185.55,1846,69.25,4712,27.45,28228,9.15
06/12/2014,1,2,6,12,25,30,4,0,0,0,0,5,13801.65,67,1000,390,159.55,2247,69.15,5527,28.4,31683,9.9
03/12/2014,10,13,17,21,30,36,2,0,0,0,0,7,11088.3,33,1000,362,139.8,1610,78.5,5289,24.15,25611,9.95
29/11/2014,4,5,6,8,18,30,4,0,0,0,0,16,5451.35,45,1000,450,134.45,2339,64.6,6098,25.05,33161,9.2
26/11/2014,1,8,12,28,30,31,2,0,0,0,0,13,3433.65,61,1000,368,131.35,1623,74.35,4988,24.45,23733,10.25
22/11/2014,5,12,13,18,19,42,1,0,0,0,0,10,8637.75,38,1000,330,172.45,1900,74.8,4957,28.95,30095,9.55
19/11/2014,8,15,19,22,32,39,3,1,3459893.95,1,1000000,11,4099.55,64,1000,521,95.8,1927,64.7,6774,18.6,26366,9.55
15/11/2014,6,18,22,29,34,39,4,0,0,0,0,9,9853.05,45,1000,378,161.8,2106,72.5,5605,27.55,31482,9.8
12/11/2014,3,15,17,32,33,36,4,0,0,0,0,6,8807,55,1000,314,157.15,1689,72.95,4596,27.1,26567,9.35
08/11/2014,10,18,24,33,35,39,2,0,0,0,0,10,9445.95,38,1000,404,150.05,1764,85.8,5886,26,28750,10.6
05/11/2014,16,18,22,30,33,39,5,1,6965770.3,0,0,6,15572.65,31,1000,388,146.75,1618,87.85,5830,24.65,26725,10.75
01/11/2014,11,13,14,15,22,24,4,0,0,0,0,9,10505.2,52,1000,373,179.8,1993,84,6378,26.55,33745,10
29/10/2014,2,7,16,24,27,37,1,0,0,0,0,12,6033.9,51,1000,303,186.35,1862,75.7,4628,30.8,28465,10
25/10/2014,2,3,7,18,38,39,5,0,0,0,0,6,20176.35,31,1000,310,224.45,1612,107.75,6061,28.95,28884,12.15
22/10/2014,9,12,13,14,29,37,6,0,0,0,0,4,24519.8,20,1000,267,202.35,1521,88.7,4443,30.7,25749,10.6
18/10/2014,9,10,27,28,30,41,2,0,0,0,0,15,5821.3,55,1000,538,121.05,2274,71.5,7508,21.9,35865,9.15
15/10/2014,7,18,23,24,26,33,5,0,0,0,0,12,6198.15,41,1000,334,158.05,1568,84.05,5616,23.7,26649,10
11/10/2014,9,16,27,29,38,42,3,0,0,1,1000000,30,2137.05,75,1000,729,87.3,2752,57.75,9543,16.85,35329,9.1
08/10/2014,6,14,24,26,32,33,2,0,0,0,0,7,12219.5,27,1000,303,169.95,1437,89.45,5299,24.5,24211,10.7
04/10/2014,10,15,26,34,35,36,5,1,6532772.5,0,0,9,12263.6,46,1000,534,134,2353,75.9,8001,22.55,34887,10.35
01/10/2014,4,6,10,28,33,35,1,0,0,0,0,3,32332.95,28,1000,304,188.15,1998,71.45,4874,29.6,32548,8.85
27/09/2014,2,5,7,8,12,36,6,0,0,1,1000000,7,13621.8,54,1000,399,171.3,2511,67.95,6017,28.65,35923,9.6
24/09/2014,3,17,20,31,33,41,3,0,0,2,500000,14,3152.25,74,1000,563,96,2112,63.9,7470,18.25,26932,10.1
20/09/2014,11,19,27,30,33,42,3,0,0,1,1000000,10,8731.85,58,1000,679,97.95,2415,68.75,9545,17.6,34005,9.85
17/09/2014,4,5,7,9,32,38,5,0,0,0,0,5,19063.25,25,1000,336,163.85,1516,90.65,6195,22.4,27219,10.2
13/09/2014,8,9,19,27,33,39,1,0,0,0,0,9,8231.35,71,1000,492,134.95,3283,50.5,6380,26.25,42969,7.8
10/09/2014,2,19,22,26,41,42,4,0,0,0,0,7,12914.7,29,1000,343,159.3,1653,82.5,4921,28,27537,10
06/09/2014,7,11,32,33,34,39,1,1,4122352.1,0,0,6,21612.4,32,1000,364,203.25,1999,92.4,5926,31.5,36762,10.15
03/09/2014,5,7,8,12,20,37,6,0,0,0,0,5,21139.1,33,1000,345,183.95,2043,77.55,5697,28.1,32592,9.8
30/08/2014,5,12,22,37,39,42,6,0,0,0,0,9,15083.9,33,1000,413,186.95,2279,84.6,6788,28.7,37762,10.3
27/08/2014,1,17,20,21,32,36,1,0,0,0,0,9,11949.9,67,1000,438,182.35,2625,75.95,7368,27.35,43616,9.25
23/08/2014,3,4,7,21,22,23,2,1,48598075.75,1,1000000,65,7445.95,367,1000,2667,146,13642,71.25,41683,23.55,210404,9.35
20/08/2014,14,20,28,29,31,41,5,0,0,0,0,47,11213.15,178,1000,2476,130.3,10241,78.65,39156,20.8,160162,10.15
16/08/2014,13,15,19,34,37,40,4,0,0,0,0,20,22128.7,130,1000,1221,214.55,6224,105.1,20835,31.75,110384,11.95
13/08/2014,6,8,13,14,22,42,2,0,0,1,1000000,34,8861,145,1000,1475,138.45,6918,73.7,21890,23.55,106720,9.65
09/08/2014,15,17,25,34,41,42,1,0,0,0,0,24,8131.6,106,1000,783,176,4712,73,10916,31.85,68114,10.2
06/08/2014,2,14,17,34,35,42,6,0,0,0,0,7,25065.4,99,1000,633,198.4,3862,81.2,10673,29.7,62332,10.15
02/08/2014,1,2,3,5,10,37,6,0,0,1,1000000,8,21738.9,71,1000,605,185.25,3668,76.3,7621,37.1,48535,11.65
30/07/2014,10,13,18,29,32,34,6,0,0,1,1000000,16,6213,107,1000,504,187.4,3417,69,8252,28.9,48931,9.75
26/07/2014,8,10,14,22,33,40,4,0,0,0,0,20,3932.05,149,973.7,961,106.5,5189,49.25,11841,21.8,63003,8.2
23/07/2014,6,7,12,22,39,40,3,0,0,0,0,20,7070.7,52,1000,765,115.7,2774,79.65,11555,19.35,42097,10.6
19/07/2014,3,10,13,14,16,38,4,0,0,0,0,7,23600.5,43,1000,402,237,2433,97.75,7834,30.7,44565,10.75
16/07/2014,2,9,15,18,25,42,4,0,0,0,0,11,11804.25,53,1000,526,159.05,2868,72.85,7546,28,43923,9.6
12/07/2014,6,7,16,17,25,31,4,0,0,0,0,18,8668.15,53,1000,521,183.6,2898,82.4,8639,27.95,46262,10.4
09/07/2014,14,20,21,30,37,41,2,0,0,0,0,6,25650.15,27,1000,389,212.8,1827,113.1,7189,29.05,33291,12.55
05/07/2014,14,18,24,31,35,38,6,0,0,0,0,8,19463.75,54,1000,426,225.25,2520,95.05,7190,33.65,41110,11.75
02/07/2014,5,18,26,29,30,32,2,0,0,2,500000,14,9231.55,45,1000,462,172.55,2020,98.55,7857,25.6,36823,10.9
28/06/2014,5,16,21,31,33,37,1,0,0,0,0,7,20841.6,44,1000,448,193.95,2630,82.5,7270,30.15,42759,10.25
25/06/2014,5,22,24,25,26,27,2,0,0,0,0,20,4833.55,60,1000,437,164.05,1910,93.7,7025,25.75,33070,10.95
21/06/2014,9,11,14,19,28,34,5,0,0,0,0,13,8743.55,62,1000,659,121.95,3027,66.3,9934,20.4,46091,8.8
18/06/2014,1,21,25,27,35,39,5,0,0,0,0,17,6557.15,46,1000,514,140.2,2154,83.5,7846,23.15,34625,10.5
14/06/2014,6,13,22,25,27,41,6,0,0,1,1000000,10,11895.7,65,1000,519,162.2,2778,75.65,7819,27.15,43426,9.75
11/06/2014,6,9,10,12,27,29,4,0,0,1,1000000,11,6495.75,73,1000,521,126.85,2995,55.1,7260,22.95,40128,8.3
07/06/2014,5,8,18,19,22,41,6,0,0,2,500000,13,8109.15,73,1000,479,170.45,3169,64.3,7227,28.5,43759,9.4
04/06/2014,3,6,8,24,28,33,5,0,0,0,0,12,7332.85,62,1000,544,126.15,2548,67.25,8338,20.75,38528,9
31/05/2014,3,14,17,18,22,29,3,0,0,0,0,12,8641.8,58,1000,760,97.35,2581,71.55,11016,16.95,38159,9.75
28/05/2014,1,5,17,21,28,31,2,0,0,0,0,19,5230.1,48,1000,528,127.7,2577,65.35,7886,21.6,36792,9.25
24/05/2014,8,16,19,20,28,40,6,0,0,0,0,20,2906.7,113,949.1,600,126.1,3713,50.9,7590,25.15,45295,8.4
21/05/2014,9,18,24,32,34,35,4,0,0,0,0,9,11162.6,30,1000,363,164.45,1996,74.65,5642,26.7,31428,9.55
17/05/2014,7,10,32,38,40,42,1,0,0,0,0,4,29692.85,32,1000,324,212.95,2085,82.6,5938,29.3,34514,10.05
14/05/2014,4,6,12,16,17,24,3,0,0,0,0,14,5581.05,44,1000,458,122,1938,72,7088,19.9,28477,9.9
10/05/2014,12,17,33,36,40,41,4,0,0,0,0,5,21720.95,38,1000,347,193.3,1653,101.3,5731,29.55,30867,10.95
07/05/2014,1,17,27,36,38,39,1,0,0,0,0,9,8393.45,45,1000,287,192.2,1710,80.55,4360,31.9,26170,10.6
03/05/2014,5,31,32,35,36,39,1,0,0,0,0,6,18039.25,35,1000,284,230.8,1708,95.8,4507,36.7,28171,11.75
30/04/2014,10,13,17,22,23,27,3,0,0,0,0,11,6210.6,49,1000,629,85.35,2148,62.4,8815,15.35,29727,9.1
26/04/2014,3,7,12,22,25,31,6,0,0,0,0,10,5675.75,77,1000,393,155.75,2479,61.65,5372,28.75,33469,9.2
23/04/2014,1,9,10,21,27,36,5,0,0,1,1000000,7,7516.6,50,1000,353,133,1788,65.55,5609,21.1,26631,8.9
19/04/2014,7,20,25,34,37,38,5,0,0,0,0,9,11071.55,27,1000,297,195.1,1415,102.25,5022,29.1,23048,12.65
16/04/2014,8,10,12,32,33,37,1,0,0,1,1000000,6,15014.15,17,1000,189,259.25,1215,100.7,3768,32.8,22699,10.9
12/04/2014,15,21,23,28,36,40,4,0,0,0,0,11,7895,41,1000,375,156,2199,66.4,5679,26,31672,9.3
09/04/2014,14,17,20,22,32,42,6,0,0,0,0,3,18416.65,49,1000,354,134.75,1783,66.8,4695,25.65,26475,9.1
05/04/2014,3,9,24,29,36,41,5,0,0,1,1000000,11,8828.45,32,1000,378,156.3,1785,82.65,6354,23.45,28458,10.45
02/04/2014,1,7,19,34,36,37,2,0,0,0,0,7,10176.15,30,1000,247,187.55,1176,98.35,3982,29.35,20383,11.45
29/03/2014,7,11,17,18,27,36,2,1,6438584.5,0,0,7,11296.15,64,1000,517,126.65,2615,62.5,7505,22,36680,9
26/03/2014,3,4,12,18,23,24,2,0,0,0,0,3,22248.95,49,1000,333,159.05,1695,78,5506,24.25,26688,10
22/03/2014,2,7,10,15,21,40,4,0,0,0,0,9,9920.9,48,1000,403,155.9,2255,69.55,6064,26.15,35556,8.9
19/03/2014,7,10,25,30,32,35,1,0,0,0,0,4,20258.1,27,1000,191,258.8,1368,90.2,3661,34.05,23011,10.85
15/03/2014,14,17,26,27,32,35,4,0,0,1,1000000,20,3446.95,68,1000,484,129.45,2715,57.6,6730,23.5,35754,8.85
12/03/2014,8,17,28,29,31,37,1,0,0,0,0,5,13908.35,40,1000,269,186.35,1604,78,3983,31.75,24924,10.15
